ANO,CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU,TOTALU_COM_COMPAT
2019,307351,CR.P.CONV,JARDIM DOS SONHOS II,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA HÉLCIO DA SILVA,95,VILA TERESINHA,02854060,39247540,,,Ativa,11,BRASILANDIA,1105,0444753,35444753,,,2D,G,-23457936,-46698780,CON,30/6/2019,14,146,146
2019,308002,CR.P.CONV,DONA NANINHA,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA DOMINGOS VEGA,318,VILA JOÃO BATISTA,02837000,39242734,39229487,,Ativa,11,BRASILANDIA,1105,0497216,35497216,,,2D,G,-23467010,-46698332,CON,30/6/2019,12,130,130
2019,308004,CR.P.CONV,ABRACO DE MAE,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA TABATINGA,751,VILA ITABERABA,02847020,39235862,,,Ativa,11,BRASILANDIA,1105,0497393,35497393,,,2D,G,-23462939,-46692194,CON,30/6/2019,13,140,140
2019,308067,CR.P.CONV,"CLAUDIO TRUDELLE, PE",FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA NORTELÂNDIA,30,JARDIM VISTA ALEGRE,02878070,38595259,,,Ativa,11,BRASILANDIA,1104,0560194,35560194,,PADRE CLAUDIO TRUDELLE,2D,G,-23450999,-46687036,CON,30/6/2019,7,80,80
2019,308046,CR.P.CONV,BENIGNA CARDOSO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA PROJETADA CINCO,38,JARDIM PRINCESA,02856170,39244074,,,Ativa,11,BRASILANDIA,1104,0507131,35507131,,,2D,G,-23453448,-46695182,CON,30/6/2019,17,183,183
2019,307819,CR.P.CONV,AQUARELA DO BRASIL,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA AURÉLIO BRASIL RIBEIRO,428,JARDIM CAROMBÉ,02855270,39241219,,,Ativa,11,BRASILANDIA,1103,0476481,35476481,,,2D,G,-23455691,-46702150,CON,30/6/2019,5,70,70
2019,307826,CR.P.CONV,SANTA LUZIA,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA DAS PEDRAS,821,JARDIM PAULISTANO ZONA NORTE,02812010,,,,Ativa,11,BRASILANDIA,1103,0476845,35476845,,NOSSA SENHORA DE FATIMA,2D,G,-23455370,-46710538,CON,30/6/2019,10,104,104
2019,307848,CR.P.CONV,NOVO SER,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,AVENIDA DEPUTADO CANTÍDIO SAMPAIO,3540,VILA SOUZA,02860001,39244641,,,Ativa,11,BRASILANDIA,1104,0478532,35478532,,,2D,G,-23453565,-46696573,CON,30/6/2019,18,193,195
2019,307870,CR.P.CONV,TIRIRILANDO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA VITANTÔNIO MASTROROSA,20,JARDIM PRINCESA,02856080,39219307,,,Ativa,11,BRASILANDIA,1104,0478507,35478507,,,2D,G,-23453803,-46692352,CON,30/6/2019,20,201,201
2019,307872,CR.P.CONV,MUNDO ENCANTADO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA APARECIDA DO TABOADO,216,JARDIM PAULISTANO ZONA NORTE,02814000,39726184,,,Ativa,11,BRASILANDIA,1103,0478684,35478684,,,2D,G,-23460978,-46711681,CON,30/6/2019,11,111,112
2019,308305,CR.P.CONV,NOVA VIDA,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA CÍCERO CORDEIRO,61,VILA NINA,02834070,39225699,,,Ativa,11,BRASILANDIA,1109,0577431,35577431,,,2D,G,-23474482,-46690878,CON,30/6/2019,12,124,124
2019,308306,CR.P.CONV,AMABILE AGUIAR,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA ALMOTACEL,178,BRASILÂNDIA,02848040,39230714,,,Ativa,11,BRASILANDIA,1105,0577406,35577406,,,2D,G,-23462973,-46690700,CON,30/6/2019,8,93,93
2019,308370,CR.P.CONV,IRMA LOUIS MARIE,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA IBIRAIARAS,103,JARDIM VISTA ALEGRE,02878080,38517586,,,Ativa,11,BRASILANDIA,1104,0579415,35579415,,VALENTINA,2D,G,-23453952,-46686734,CON,30/6/2019,7,80,80
2019,308148,CR.P.CONV,SEMEAR PARA O FUTURO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA JOSÉ GERVÁSIO SOUZA,120,JARDIM BRASILIA ZONA NORTE,02859070,39931978,,,Ativa,11,BRASILANDIA,1102,0565398,35565398,,,2D,G,-23444077,-46706060,CON,30/6/2019,12,139,139
2019,308154,CR.P.CONV,EMILIA FERREIRO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA SÃO CARLOS DO IVAÍ,46,JARDIM PAULISTANO ZONA NORTE,02812170,39931873,989720919,,Ativa,11,BRASILANDIA,1103,0565970,35565970,,,2D,G,-23455761,-46712403,CON,30/6/2019,10,117,117
2019,308347,CR.P.CONV,LEON ALEXANDR,BT,BUTANTA,BUTANTA,,AVENIDA EMBAIXADOR CAVALCANTI DE LACERDA,285,JARDIM BONFIGLIOLI,05591010,37220063,,,Ativa,12,BUTANTA,1201,0577820,35577820,,,2D,G,-23577526,-46736328,CON,30/6/2019,5,65,65
2019,306199,CR.P.CONV,LAR INFANTIL - ASA,BT,BUTANTA,BUTANTA,,RUA OSCAR PINHEIRO COELHO,309,CAXINGUI,05516050,23868750,,,Ativa,12,BUTANTA,1203,0180300,35180300,,,2D,G,-23582129,-46719074,CON,30/6/2019,16,169,170
2019,306200,CR.P.CONV,NOSSA SENHORA DOS POBRES,BT,BUTANTA,BUTANTA,,AVENIDA VITAL BRASIL,1285,BUTANTA,05503001,37269791,,,Ativa,12,BUTANTA,1201,0180312,35180312,,NSA SRA  DOS POBRES,2D,G,-23569660,-46714656,CON,30/6/2019,7,69,70
2019,306202,CR.P.CONV,MARIA DE NAZARE,BT,BUTANTA,BUTANTA,,AVENIDA CORIFEU DE AZEVEDO MARQUES,2530,VILA LAGEADO,05340000,37357462,,,Ativa,12,BUTANTA,1201,0180282,35180282,,,2D,G,-23573058,-46737168,CON,30/6/2019,14,132,132
2019,306562,CEI INDIR,MARIA TEREZA DE MACEDO COSTA,BT,BUTANTA,BUTANTA,,RUA NOBRE VIEIRA,100,JARDIM RIZZO,05587180,37210543,,37210543,Ativa,12,BUTANTA,1201,0102313,35102313,,"MARIA DE MAGDALA, CENTRO DE ED INFANTIL",2D,G,-23572527,-46730658,CON,30/6/2019,20,210,210
2019,092690,EMEF,"AMORIM LIMA, DES.",BT,BUTANTA,BUTANTA,,RUA PROFESSOR VICENTE PEIXOTO,50,VILA GOMES,05587160,37261119,37268049,,Ativa,12,BUTANTA,1201,0053144,35053144,162100000030000,ESCOLAS AGRUPADAS DE VILA INDIANA,2D,MT,-23574501,-46729251,DIR,30/6/2019,26,829,836
2019,092711,EMEF,"DEODORO DA FONSECA, MAL.",BT,BUTANTA,BUTANTA,,PRACA IMPRENSA PAULISTA,30,CAXINGUI,05517020,37213843,37224371,,Ativa,12,BUTANTA,1203,0053235,35053235,162100000060000,"3,4,E 5 ESCOLAS MISTAS DO CAXINGUI",2D,MTN,-23582733,-46724030,DIR,30/6/2019,33,1037,1038
2019,092797,EMEF,JULIO MESQUITA,BT,BUTANTA,BUTANTA,,RUA JOSE AIRES NETO,25,JARDIM BONFIGLIOLI,05594040,37354382,,,Ativa,12,BUTANTA,1201,0053223,35053223,162100000080000,1. ESCOLA MISTA DO JARDIM BONFIGLIOLI,2D,MT,-23581353,-46735794,DIR,30/6/2019,28,895,895
2019,090018,EMEI,MONTE CASTELO,BT,BUTANTA,BUTANTA,,PRACA MONTE CASTELO,49,BUTANTÃ,05505050,38197850,30327534,,Ativa,12,BUTANTA,1204,0051615,35051615,162100000070000,BUTANTA - PI 35,2D,G,-23569457,-46708159,DIR,30/6/2019,4,121,121
2019,090026,EMEI,EMIR MACEDO NOGUEIRA,BT,BUTANTA,BUTANTA,,PRACA GENERAL ARARIPE DE FARIA,405,VILA GOMES,05590020,37267849,,37261963,Ativa,12,BUTANTA,1201,0051639,35051639,162100000050000,VILA GOMES - PI 53,2D,MT,-23576872,-46731083,DIR,30/6/2019,10,274,274
2019,090034,EMEI,ANTONIO BENTO,BT,BUTANTA,BUTANTA,,RUA JOAO BATISTA DE SOUSA FILHO,405,CAXINGUI,05515040,37217397,,37217397,Ativa,12,BUTANTA,1203,0051603,35051603,162100000020000,CAXINGUI,2D,G,-23579371,-46715700,DIR,30/6/2019,5,146,146
2019,200158,CIEJA,ALUNA JESSICA NUNES HERCULANO,BT,BUTANTA,BUTANTA,,RUA ANTONIO MARIANI,425,INSTITUTO DE PREVIDENCIA,05530000,37225331,37220656,37220656,Ativa,12,BUTANTA,1202,0260228,35260228,162100000040000,CEMES - CENTRO MUN.DE ENS.SUPLETIVO -DREM 12,3D,MIVN,-23575351,-46716556,DIR,30/6/2019,42,714,714
2019,308943,CR.P.CONV,CORUJINHA I,BT,BUTANTA,BUTANTA,,RUA ALVARENGA,2331,BUTANTÃ,05509006,32132441,,,Ativa,12,BUTANTA,1201,0005081,35005081,,CORUJINHA,2D,G,-23561284,-46712058,CON,30/6/2019,9,64,67
2019,308944,CR.P.CONV,MARIA DE LOURDES,BT,BUTANTA,BUTANTA,,RUA ARI DOS SANTOS,97,JARDIM BONFIGLIOLI,05594160,37333145,,,Ativa,12,BUTANTA,1201,0005078,35005078,,,2D,G,-23584508,-46739825,CON,30/6/2019,21,186,189
2019,309187,CR.P.CONV,BOM JESUS,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA MONSENHOR MELO E SOUSA,144,JARDIM PERI,02634010,22475667,,,Ativa,13,CACHOEIRINHA,1302,0005689,35005689,,,2D,G,-23459723,-46651273,CON,30/6/2019,8,80,80
2019,309193,CR.P.CONV,CAMINHAR E PRECISO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA FRANCISCO ALVES PEREIRA,27,JARDIM SANTA CRUZ (ZONA NORTE),02674050,38594110,,,Ativa,13,CACHOEIRINHA,1302,0005700,35005700,,,2D,G,-23463455,-46667950,CON,30/6/2019,10,99,99
2019,309189,CR.P.CONV,CANDIDO PORTINARI,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA GENERAL ISIDORO DIAS LOPES,208,VILA AMÁLIA (ZONA NORTE),02618290,25068551,,,Ativa,13,CACHOEIRINHA,1303,0005696,35005696,,,2D,G,-23467754,-46647348,CON,30/6/2019,14,137,137
2019,309191,CR.P.CONV,OLHAR DE CRIANCA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA PARADA PINTO,653,VILA NOVA CACHOEIRINHA,02611003,27774716,,,Ativa,13,CACHOEIRINHA,1303,0005698,35005698,,,2D,G,-23468870,-46663914,CON,30/6/2019,12,121,121
2019,309254,CR.P.CONV,FADA MADRINHA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA SOBRADINHO,284,JARDIM SANTA CRUZ (ZONA NORTE),02674070,39896053,,,Ativa,13,CACHOEIRINHA,1302,0005819,35005819,,,2D,G,-23461332,-46668679,CON,30/6/2019,13,93,123
2019,308973,CR.P.CONV,PRISCILLA TELES SIQUEIRA BALLOTA DE OLIVEIRA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA GIL VICENTE,129,VILA DIONISIA,02671030,38510036,,,Ativa,13,CACHOEIRINHA,1303,0005212,35005212,,,2D,G,-23466649,-46660881,CON,30/6/2019,16,155,155
2019,309014,CR.P.CONV,ALEGRIA DE CRIANCA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DO ENGENHO,193,VILA NOVA CACHOEIRINHA,02612130,33688211,,,Ativa,13,CACHOEIRINHA,1304,0005043,35005043,,,2D,G,-23474190,-46665328,CON,30/6/2019,6,64,64
2019,400109,CEI DIRET,JARDIM PERI,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA AFONSO LOPES VIEIRA 57,57,VILA DIONISIA,02671100,38517646,38510178,38510178,Ativa,13,CACHOEIRINHA,1302,0238375,35238375,162400000510000,,2D,G,-23462637,-46663374,DIR,30/6/2019,14,147,148
2019,309350,CR.P.CONV,VOVO ALZIRA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA SAID SAAD,68,VILA AMÁLIA (ZONA NORTE),02618250,24957408,,,Ativa,13,CACHOEIRINHA,1303,0006432,35006432,,,2D,G,-23468992,-46647692,CON,30/6/2019,8,80,80
2019,308837,CR.P.CONV,FAVO DE MEL,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA SOBRADINHO,279,JARDIM SANTA CRUZ ZONA NORTE,02674070,38512973,,,Ativa,13,CACHOEIRINHA,1302,0005296,35005296,,,2D,G,-23461440,-46668833,CON,30/6/2019,12,130,140
2019,308888,CR.P.CONV,MONTEIRO LOBATO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA DEPUTADO EMÍLIO CARLOS,3694,LIMÃO,02720200,38047824,,,Ativa,13,CACHOEIRINHA,1303,0005301,35005301,,,2D,G,-23476041,-46669870,CON,30/6/2019,13,147,148
2019,308940,CR.P.CONV,CRISTOVAO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA FLOR DE ABRIL,139,JARDIM PERI,02651140,22581331,,,Ativa,13,CACHOEIRINHA,1302,0005297,35005297,,,2D,G,-23459590,-46657090,CON,30/6/2019,7,80,80
2019,308917,CR.P.CONV,PIR LIM PIM PIM,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA MONTE SÃO MARTINHO,361,JARDIM SANTA CRUZ ZONA NORTE,02674020,38512290,,,Ativa,13,CACHOEIRINHA,1302,0005266,35005266,,,2D,G,-23459282,-46668250,CON,30/6/2019,10,101,101
,308913,CR.P.CONV,SOSSEGO DA MAMAE,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA SAID SAAD,68,VILA AMALIA ZONA NORTE,02618250,22323458,,,Criada,13,CACHOEIRINHA,1303,0005308,35005308,,,,,-23468984,-46647600,CON,30/6/2019,,,0
2019,308920,CR.P.CONV,ELOHIM ADONAI II,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DIOGO BERNARDES,80,VILA DIONISIA,02670020,23375422,,,Ativa,13,CACHOEIRINHA,1303,0005218,35005218,,ELAHIM ADONAI III,2D,G,-23465830,-46663295,CON,30/6/2019,10,120,120
2019,308922,CR.P.CONV,DOCE INFANCIA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA ARATANJI,197,VILA NOVA CACHOEIRINHA,02613070,21577006,,,Ativa,13,CACHOEIRINHA,1304,0005205,35005205,,,2D,G,-23473774,-46661201,CON,30/6/2019,7,80,80
2019,308923,CR.P.CONV,CLARICE LISPECTOR,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA LAGOA SANTA,150,JARDIM PERI,02652060,22081403,,,Ativa,13,CACHOEIRINHA,1302,0005203,35005203,,,2D,G,-23458208,-46656601,CON,30/6/2019,24,354,354
2019,308732,CR.P.CONV,RUTH ROCHA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA FRANCISCO MACHADO DA SILVA,99,JARDIM PERI,02678000,38594890,,,Ativa,13,CACHOEIRINHA,1302,0004159,35004159,,,2D,G,-23457094,-46661878,CON,30/6/2019,14,160,160
2019,308568,CR.P.CONV,SEMENTINHA DA VIDA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA DONA MARIANA CALIGIORI RONCHETTI,221,JARDIM PERI,02650000,22318814,,,Ativa,13,CACHOEIRINHA,1302,0582529,35582529,,,2D,G,-23462575,-46654141,CON,30/6/2019,8,96,96
2019,500586,MOVA,CENTRO COM NOSSA SENHORA APARECIDA UNID II CV,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA CONDESSA AMALIA MATARAZZO,13,JARDIM PERI,02652000,,,,Ativa,13,CACHOEIRINHA,1302,,,,,2D,TN,-23462675,-46653871,CON,30/6/2019,4,65,
2019,500587,MOVA,CENTRO COM NOSSA SENHORA APARECIDA UNID III CV,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA CONDESSA AMÁLIA MATARAZZO,13,JARDIM PERI,02652000,,,,Ativa,13,CACHOEIRINHA,1302,,,,CENTRO COM NOSSA SENHORA APARECIDA UNID III C,2D,N,-23547384,-46682747,CON,30/6/2019,1,19,
2019,400333,CEI INDIR,INACIO DE LIMA OLIVEIRA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA CAETANO NOGUEIRA DA COSTA,571,JARDIM PERI,02678010,39838707,,,Ativa,13,CACHOEIRINHA,1302,0183027,35183027,,JARDIM ANTARTICA,2D,G,-23454181,-46662465,CON,30/6/2019,17,183,183
2019,400334,CEI INDIR,VILA NOVA CACHOEIRINHA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA GENERAL PENHA BRASIL,61,VILA NOVA CACHOEIRINHA,02673000,26280553,26284653,26280553,Ativa,13,CACHOEIRINHA,1303,0183039,35183039,,,2D,G,-23470349,-46666115,CON,30/6/2019,18,212,212
2019,400335,CEI INDIR,ANTONIO CORREIA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA ODASSI NAZZALI,310,VILA BELA VISTA,02617100,39826545,,,Ativa,13,CACHOEIRINHA,1303,0183064,35183064,,VILA DIONISIA,2D,G,-23467675,-46660901,CON,30/6/2019,14,152,152
2019,400276,CEI DIRET,GUILHERME HENRIQUE PINTO COELHO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DOS PIONEIROS,26,CONJ HABIT VILA NOVA CACHOEIRINHA,02567200,22556607,22556294,,Ativa,13,CACHOEIRINHA,1305,0279304,35279304,162400000470000,CONJ. HABITACIONAL VILA NOVA CACHOEIRINHA,2D,G,-23480900,-46667890,DIR,30/6/2019,13,157,159
2019,400745,CEI INDIR,JARDIM CENTENARIO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA PARADA PINTO,259,VILA NOVA CACHOEIRINHA,02611000,39835678,,,Ativa,13,CACHOEIRINHA,1303,0469026,35469026,162400000860000,JARDIM CENTENARIO I,2D,G,-23473089,-46667120,CON,30/6/2019,25,313,313
2019,501569,MOVA,CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DOUTOR ARAÚJO CASTRO,630,JARDIM PERI,02649010,,,,Ativa,13,CACHOEIRINHA,1302,,,,,2D,N,-23460398,-46662793,CON,30/6/2019,2,33,
2019,501570,MOVA,CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA II,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA VINTE E DOIS DE AGOSTO,263,VILA BELA VISTA ZONA NORTE,02617000,,,,Ativa,13,CACHOEIRINHA,1303,,,,CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA,2D,N,-23467612,-46659608,CON,30/6/2019,1,19,
2019,501572,MOVA,ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID IV FO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,TRAVESSA PRIMEIRO DE ABRIL,26,CONJUNTO HABITACIONAL VILA NOVA CACHOEIR,02567203,,,,Ativa,13,CACHOEIRINHA,1305,,,,ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID,2D,N,-23480397,-46667490,CON,30/6/2019,1,20,
2019,501412,MOVA,CENTRO DE ASSISTENCIA SOCIAL DO JD PERI - UNID I,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,PRACA DOM HELVÉCIO GOMES DE OLIVEIRA,2,JARDIM PERI,02633010,,,,Ativa,13,CACHOEIRINHA,1303,,,,CENTRO DE ASSISTENCIA SOCIAL DO JD PERI - UNI,2D,TN,-23470472,-46659490,CON,30/6/2019,4,80,
2019,501482,MOVA,CENTRO DE ASSISTENCIA SOCIAL DO JD PERI,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,PRACA DOM HELVÉCIO GOMES DE OLIVEIRA,2,JARDIM PERI,02633010,,,,Ativa,13,CACHOEIRINHA,1303,,,,,2D,N,-23458111,-46656098,CON,30/6/2019,1,20,
2019,501136,MOVA,ASS CULT ESP BENEF VL NV CACHOEIRINHA UNID I FO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA JULIO AUGUSTO HENRIQUES,339,VILA NOVA CACHOEIRINHA,02612040,,,38593511,Ativa,13,CACHOEIRINHA,1304,,,,ASS CULT ESP BENEF VL NV CACHOEIRINHA UNID I,2D,MTN,-23471030,-46662945,CON,30/6/2019,4,80,
2019,501138,MOVA,CENTRO COM NOSSA SENHORA APARECIDA UNID FO V,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA BRASILUSO LOPES,25,JARDIM PERI,02634020,62583555,,,Ativa,13,CACHOEIRINHA,1302,,,,,2D,N,-23460962,-46652500,CON,30/6/2019,1,19,
2019,019453,EMEBS,"MARIO PEREIRA BICUDO, PROF.",FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA FÉLIX ALVES PEREIRA,73,JARDIM CENTENÁRIO,02882030,39855745,39856179,39846400,Ativa,13,CACHOEIRINHA,1303,0079736,35079736,162400000480000,CACHOEIRINHA,2D,MT,-23473419,-46669790,DIR,30/6/2019,13,77,77
2019,019395,EMEF,"NEIR AUGUSTO LOPES, PROF",FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA JORNALISTA OCTÁVIO RIBEIRO PENA BRANCA,20,VILA BELA VISTA ZONA NORTE,02617140,22080700,22081011,,Ativa,13,CACHOEIRINHA,1303,0389389,35389389,162400000790000,CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA,2D,MT,-23463462,-46659823,DIR,30/6/2019,30,830,834
2019,019402,EMEF,ZILKA SALABERRY DE CARVALHO,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA ANTÔNIO DA FRANCA E HORTA,35,JARDIM PERI,02652110,22355657,22581001,22355657,Ativa,13,CACHOEIRINHA,1302,0242299,35242299,162400000500000,COHAB JARDIM ANTARTICA,2D,MTN,-23457478,-46658245,DIR,30/6/2019,39,1238,1240
2019,019405,EMEF,"GILBERTO DUPAS, PROF",FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA DEPUTADO EMÍLIO CARLOS,3871,LIMÃO,02720200,39831611,39831621,,Ativa,13,CACHOEIRINHA,1303,0419977,35419977,162400000810000,VILA NOVA CACHOEIRINHA I,2D,MT,-23475105,-46668977,DIR,30/6/2019,25,761,761
2019,306812,CR.P.CONV,CANTINHO DO PROGRESSO II,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA MESTRE SIMEAO JOSE DE NAZARE,369,JARDIM CECY,02872030,39856265,,,Ativa,13,CACHOEIRINHA,1302,0320924,35320924,,,2D,G,-23463573,-46671710,CON,30/6/2019,11,111,111
2019,306885,CR.P.CONV,CANTINHO DA SERRA II,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DARIO VILARES BARBOSA,537,JARDIM PERI,02676020,38516459,,,Ativa,13,CACHOEIRINHA,1302,0362992,35362992,,,2D,G,-23456254,-46673406,CON,30/6/2019,11,118,121
2019,307137,CR.P.CONV,CIRANDINHA DAS ROSAS,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA DOUTOR PAULO FURTADO DE OLIVEIRA,274,JARDIM SANTA CRUZ ZONA NORTE,02674030,39813155,,,Ativa,13,CACHOEIRINHA,1302,0434140,35434140,,,2D,G,-23459925,-46668153,CON,30/6/2019,9,95,95
2019,307147,CR.P.CONV,HAYDEE BARRETO FERRARA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA LUÍS ANTÔNIO SOBRAL,156,JARDIM PERI,02651150,22331429,,,Ativa,13,CACHOEIRINHA,1302,0434243,35434243,,,2D,G,-23459622,-46657801,CON,30/6/2019,7,74,74
2019,306930,CR.P.CONV,CANTINHO DA SERRA III,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA PROFESSOR SYLVIO MARCONDES MACHADO,300,JARDIM SANTA CRUZ ZONA NORTE,02674040,39853557,,39854386,Ativa,13,CACHOEIRINHA,1302,0388324,35388324,,,2D,G,-23460536,-46667808,CON,30/6/2019,8,91,91
2019,306995,CR.P.CONV,ALAMEDA DO BEBE,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,AVENIDA GENERAL PENHA BRASIL,178,VILA NOVA CACHOEIRINHA,02673000,39810005,,,Ativa,13,CACHOEIRINHA,1303,0403210,35403210,,,2D,G,-23469401,-46666739,CON,30/6/2019,9,102,102
2019,307771,CR.P.CONV,"CARLOS RAMIRO DE CASTRO, PROF",FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA AUGUSTO GIL,443,VILA DIONISIA,02670070,39269986,,,Ativa,13,CACHOEIRINHA,1303,0471012,35471012,,MONTE SINAI II,2D,G,-23464864,-46664014,CON,30/6/2019,6,70,70
2019,307674,CR.P.CONV,"RECRIARTE, CEI",FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA ROSA DOS VENTOS,182,VILA NOVA CACHOEIRINHA,02612000,36286647,,,Ativa,13,CACHOEIRINHA,1304,0462810,35462810,,,2D,G,-23471899,-46665456,CON,30/6/2019,6,70,70
2019,307530,CR.P.CONV,QUERUBIM II,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA ALCATIRA,49,VILA PITA,02478020,39849673,,,Ativa,13,CACHOEIRINHA,1306,0456159,35456159,,,2D,G,-23478868,-46659382,CON,30/6/2019,12,131,131
2019,308050,CR.P.CONV,ATITUDE DE CRIANCA,FO,FREGUESIA/BRASILANDIA,CASA VERDE/CACHOEIRINHA,,RUA SALVADOR CÂNDIDO E SILVA,88,VILA AMALIA ZONA NORTE,02618040,34595574,,,Ativa,13,CACHOEIRINHA,1303,0560182,35560182,,CARROSSEL ENCANTADO,2D,G,-23466798,-46652551,CON,30/6/2019,17,185,185
